1559050090.900544,192.168.0.3,0,0.0,0.33,0.4
1559050096.294873,192.168.0.3,0,0.0,0.33,0.44
1559050101.67579,192.168.0.3,0,0.0,0.33,0.45
1559050107.056606,192.168.0.3,0,0.0,0.67,0.59
1559050112.449835,192.168.0.3,0,0.0,0.33,0.48
1559050117.849973,192.168.0.3,0,0.0,0.33,0.45
1559050123.238662,192.168.0.3,0,0.0,0.33,0.45
1559050128.621439,192.168.0.3,0,0.05859375,0.33,0.49
1559050134.018628,192.168.0.3,0,0.0,0.33,0.45
1559050139.40602,192.168.0.3,0,0.0,0.33,0.46
1559050144.797955,192.168.0.3,0,0.0,0.33,0.45
1559050150.205177,192.168.0.3,0,0.0,0.33,0.48
1559050155.594221,192.168.0.3,0,0.0,0.33,0.49
1559050161.632557,192.168.0.3,0,0.0,0.33,0.4
1559050167.016398,192.168.0.3,0,0.0,0.33,0.34
1559050172.391995,192.168.0.3,0,0.0,0.33,0.47
1559050177.768274,192.168.0.3,0,0.0,0.33,0.43
1559050183.140313,192.168.0.3,0,0.0,0.33,0.43
1559050188.515359,192.168.0.3,0,0.0,0.33,0.49
1559050193.897344,192.168.0.3,0,0.0,0.67,0.52
1559050199.278506,192.168.0.3,0,0.0,0.33,0.45
1559050204.662196,192.168.0.3,0,0.0,0.67,0.54
1559050210.05409,192.168.0.3,0,0.0,0.33,0.42
1559050215.4419,192.168.0.3,0,0.0,0.33,0.48
1559050220.81486,192.168.0.3,0,0.05859375,0.33,0.43
1559050226.213053,192.168.0.3,0,0.0,0.33,0.48
1559050231.590925,192.168.0.3,0,0.0,0.33,0.46
1559050236.972405,192.168.0.3,0,0.0,0.33,0.46
1559050242.355708,192.168.0.3,0,0.0,0.33,0.46
1559050247.745902,192.168.0.3,0,0.05859375,0.33,0.48
1559050253.14735,192.168.0.3,0,0.0,0.33,0.45
1559050258.52647,192.168.0.3,0,0.0,0.33,0.43
1559050263.910443,192.168.0.3,0,0.0,0.33,0.48
1559050269.30784,192.168.0.3,0,0.0,0.33,0.48
1559050274.690612,192.168.0.3,0,0.0,0.33,0.46
1559050280.093416,192.168.0.3,0,0.0,0.33,0.35
1559050285.482796,192.168.0.3,0,0.0,0.67,0.59
1559050290.865621,192.168.0.3,0,0.0,0.33,0.42
1559050296.250968,192.168.0.3,0,0.0,0.33,0.43
1559050301.640836,192.168.0.3,0,0.05859375,0.67,0.57
1559050307.032454,192.168.0.3,0,0.0,0.33,0.44
1559050312.414657,192.168.0.3,0,0.0,0.33,0.43
1559050317.78364,192.168.0.3,0,0.0,0.67,0.53
1559050323.169338,192.168.0.3,0,0.0,0.33,0.41
1559050328.555277,192.168.0.3,0,0.0,0.33,0.44
1559050333.926718,192.168.0.3,0,0.0,0.67,0.58
1559050339.299839,192.168.0.3,0,0.0,0.33,0.38
1559050344.682029,192.168.0.3,0,0.0,0.33,0.48
1559050350.075317,192.168.0.3,0,0.05859375,0.67,0.59
1559050355.468282,192.168.0.3,0,0.0,0.33,0.45
1559050360.861947,192.168.0.3,0,0.0,0.33,0.48
1559050366.268672,192.168.0.3,0,0.0,0.67,0.55
1559050371.662028,192.168.0.3,0,0.05859375,0.33,0.48
1559050377.04427,192.168.0.3,0,0.0,0.33,0.47
1559050382.434259,192.168.0.3,0,0.05859375,0.33,0.45
1559050387.827979,192.168.0.3,0,0.0,0.33,0.47
1559050393.223288,192.168.0.3,0,0.0,0.33,0.43
1559050398.619543,192.168.0.3,0,0.0,0.33,0.46
1559050404.014874,192.168.0.3,0,0.05859375,0.33,0.46
1559050409.388379,192.168.0.3,0,0.05859375,0.33,0.49
1559050414.766603,192.168.0.3,0,0.0,0.33,0.44
1559050420.175917,192.168.0.3,0,0.0,0.67,0.51
1559050425.570267,192.168.0.3,0,0.0,0.33,0.37
1559050430.959266,192.168.0.3,0,0.0,0.33,0.47
1559050436.34295,192.168.0.3,0,0.0,0.33,0.46
1559050441.7292,192.168.0.3,0,0.0,0.67,0.57
1559050447.132777,192.168.0.3,0,0.0,0.33,0.46
1559050452.530956,192.168.0.3,0,0.0,0.33,0.48
1559050457.935992,192.168.0.3,0,0.0,0.33,0.47
1559050463.329198,192.168.0.3,0,0.0,0.33,0.46
1559050468.725653,192.168.0.3,0,0.0625,0.33,0.42
1559050474.111888,192.168.0.3,0,0.0,0.33,0.41
1559050479.496016,192.168.0.3,0,0.0,0.67,0.65
1559050484.887975,192.168.0.3,0,0.0,0.33,0.47
1559050490.26317,192.168.0.3,0,0.0,0.33,0.49
1559050495.639662,192.168.0.3,0,0.0,0.67,0.54
1559050501.025414,192.168.0.3,0,0.0,0.33,0.42
1559050506.404548,192.168.0.3,0,0.05859375,0.33,0.37
1559050511.791491,192.168.0.3,0,0.0,0.33,0.43
1559050517.187747,192.168.0.3,0,0.0,0.33,0.47
1559050522.571006,192.168.0.3,0,0.0,0.67,0.54
1559050527.943123,192.168.0.3,0,0.0,0.33,0.47
1559050533.321974,192.168.0.3,0,0.05859375,0.33,0.37
1559050538.694936,192.168.0.3,0,0.0,0.33,0.47
1559050544.072345,192.168.0.3,0,0.0,0.33,0.46
1559050549.43992,192.168.0.3,0,0.05859375,0.33,0.41
1559050554.814578,192.168.0.3,0,0.0,0.33,0.44
1559050560.200251,192.168.0.3,0,0.0,0.33,0.46
1559050565.582223,192.168.0.3,0,0.12109375,0.33,0.42
1559050570.968151,192.168.0.3,0,0.0,0.67,0.57
1559050576.343137,192.168.0.3,0,0.0,0.67,0.71
1559050581.718255,192.168.0.3,0,0.0,0.33,0.44
1559050587.113604,192.168.0.3,0,0.0,0.67,0.56
1559050592.502509,192.168.0.3,0,0.0,0.33,0.47
1559050597.88466,192.168.0.3,0,0.0,0.33,0.41
1559050603.259754,192.168.0.3,0,0.0,0.33,0.44
1559050608.628539,192.168.0.3,0,0.0,0.33,0.49
1559050614.000162,192.168.0.3,0,0.0,0.33,0.39
1559050619.37302,192.168.0.3,0,0.05859375,0.33,0.34
1559050624.76177,192.168.0.3,0,0.0,0.33,0.38
1559050630.156189,192.168.0.3,0,0.0,0.33,0.42
1559050635.53589,192.168.0.3,0,0.0,0.33,0.4
1559050640.914651,192.168.0.3,0,0.0625,0.33,0.41
1559050646.309425,192.168.0.3,0,0.0,0.33,0.42
1559050651.704561,192.168.0.3,0,0.0625,0.33,0.35
1559050657.132743,192.168.0.3,0,0.0,0.33,0.33
1559050662.551104,192.168.0.3,0,0.0,0.33,0.38
1559050667.978225,192.168.0.3,0,0.0,0.33,0.36
1559050673.384484,192.168.0.3,0,0.0,0.33,0.34
1559050678.76273,192.168.0.3,0,0.0,0.33,0.27
1559050684.172271,192.168.0.3,0,0.0,0.33,0.34
1559050689.589127,192.168.0.3,0,0.0,0.33,0.3
